x,y,id
-128.91759,182.81598,1
-115.22078,167.71992,1
-110.20207,165.28458,1
-108.77552,156.45084,1
-114.72855,161.5691,1
-115.779655,193.39307,1
-114.48296,177.62361,1
-99.74287,173.66188,1
-110.56973,176.13277,1
-81.41696,177.79204,1
-94.608894,196.45331,1
-100.37148,178.04016,1
-63.670483,175.38185,1
-66.577934,198.32574,1
-63.19949,190.90356,1
-96.29024,163.54857,1
-85.00931,191.70872,1
-89.6903,200.16698,1
-79.837776,196.78856,1
-78.0709,171.6519,1
-73.43923,204.34546,1
-77.01257,212.60963,1
-85.359695,217.2933,1
-75.24361,232.40634,1
-63.539196,211.12096,1
-63.50961,174.88477,1
-70.47247,175.4602,1
-73.07084,231.28162,1
-75.680305,224.6252,1
-63.70593,216.82272,1
-60.700623,201.44662,1
-62.667656,229.88756,1
-49.750664,203.70216,1
-47.80732,232.31638,1
-40.725468,197.57086,1
-46.99075,214.24597,1
-44.115845,228.689,1
-41.058064,205.94133,1
-45.92728,240.45607,1
-45.278286,216.90723,1
-52.81154,245.7395,1
-55.58231,229.18312,1
-30.784378,232.01894,1
-35.061256,263.46326,1
-40.695847,233.03937,1
-37.625515,247.2673,1
-40.75426,237.55103,1
-27.35994,237.65123,1
-28.427895,249.07712,1
-29.023018,207.56288,1
-23.141798,262.6892,1
-33.307724,243.66435,1
-7.813593,249.22742,1
-27.332617,259.59433,1
-24.585283,222.31433,1
-18.136835,235.95274,1
-32.306362,238.75328,1
-8.43731,223.30832,1
-28.560135,226.92607,1
-16.871222,227.32397,1
0.75321436,235.81587,1
-0.8167335,217.33691,1
-6.6777797,234.78986,1
-8.019723,231.96358,1
20.208893,260.28925,1
16.016043,258.35672,1
1.8177639,228.43875,1
18.811123,227.47339,1
19.507723,239.09438,1
3.4348187,269.71527,1
11.182326,248.72379,1
7.1000724,229.9728,1
5.6308627,267.85895,1
11.9721985,269.59946,1
23.658102,243.77892,1
19.438862,237.76416,1
17.563263,208.2132,1
28.003914,225.17964,1
37.400787,260.9797,1
39.52683,227.90784,1
28.288881,265.6559,1
10.681582,252.1822,1
2.0903168,226.33864,1
58.183956,239.62093,1
29.943281,201.05957,1
44.991512,234.22551,1
36.6334,252.84024,1
49.560863,243.73143,1
46.778397,235.8448,1
50.39308,257.22742,1
40.731297,249.30348,1
54.3181,255.21826,1
59.142708,214.7683,1
68.864365,227.00665,1
79.95901,235.45715,1
61.611217,242.92824,1
60.40766,227.0014,1
58.797596,245.7682,1
62.93665,225.83887,1
67.47826,240.21677,1
62.311172,232.76831,1
62.40636,225.60258,1
93.28255,247.11519,1
82.199974,211.00513,1
76.89918,222.48497,1
96.59998,249.38536,1
76.920654,229.02336,1
75.52173,231.99117,1
77.41829,226.65201,1
80.516304,232.85368,1
79.89165,212.92299,1
78.62612,234.64325,1
65.782196,242.75768,1
81.99019,239.00484,1
84.59307,241.72505,1
75.35419,204.83153,1
81.49914,241.06776,1
73.06778,242.30212,1
79.78936,231.83195,1
65.293915,232.928,1
88.636375,251.26303,1
71.814415,221.81467,1
79.65076,228.70236,1
58.970318,203.05115,1
72.1949,214.4652,1
71.63022,247.10312,1
72.856384,248.45886,1
64.3226,237.34798,1
85.33945,244.3438,1
63.505287,238.98187,1
64.20359,217.52872,1
70.84276,217.2535,1
66.953896,245.79836,1
58.86425,214.07443,1
84.30079,236.16377,1
61.996418,214.02687,1
68.701485,211.75066,1
69.331505,225.98088,1
80.9785,199.54167,1
75.23929,194.13622,1
90.553795,198.08798,1
79.64437,194.53952,1
96.97995,180.139,1
87.988304,194.04512,1
88.88979,203.5529,1
92.05315,193.19208,1
86.97215,223.81586,1
94.42871,207.52625,1
88.96526,211.67992,1
87.09308,192.43079,1
89.30231,193.35086,1
80.985535,186.17984,1
111.715744,153.77126,1
111.38719,189.8824,1
