x,y,id
-121.653,195.312,13
-120.859215,195.97339,13
-115.8378,197.62192,13
-111.33814,201.5889,13
-108.01824,206.44925,13
-103.73948,210.51524,13
-98.97451,214.16988,13
-93.74432,216.41393,13
-90.09765,218.37029,13
-90.09765,218.37029,13
-90.19336,223.24832,13
-88.62008,228.5903,13
-82.73542,229.92697,13
-78.349434,234.18976,13
-72.534904,236.96065,13
-67.36345,239.18259,13
-61.463223,239.54361,13
-56.0494,241.2729,13
-53.406017,245.62247,13
-55.94484,251.14046,13
-57.521683,256.70218,13
-60.726307,261.75476,13
-57.83936,266.3697,13
-52.15592,265.27335,13
-46.330215,266.2642,13
-41.441257,270.92715,13
-36.346764,274.97443,13
-30.216383,279.18356,13
-25.902067,284.8615,13
-21.516638,288.435,13
-15.700904,289.15543,13
-10.809418,294.89722,13
-5.6349,298.885,13
0.8385974,300.58105,13
8.189299,302.655,13
10.02798,308.17188,13
6.0468884,310.74423,13
10.345504,316.59946,13
15.860673,318.66565,13
22.452839,319.0423,13
26.34596,321.00745,13
24.829561,326.70142,13
20.563805,331.01743,13
20.484226,334.49625,13
26.110556,336.26596,13
32.390804,335.80664,13
37.47213,333.17746,13
43.296333,334.17398,13
48.974438,337.61554,13
54.907,339.58572,13
58.06133,334.12125,13
57.132084,329.48596,13
54.52072,324.153,13
60.39869,323.67804,13
65.356094,321.29062,13
68.88411,325.16855,13
70.358955,330.81726,13
69.199234,337.36887,13
65.64583,342.23,13
65.84315,347.10144,13
67.68885,351.99542,13
72.57494,349.09348,13
76.727776,344.83264,13
82.625854,344.09836,13
87.83295,341.574,13
90.47117,336.2302,13
87.73696,330.7953,13
85.05625,325.50763,13
83.741196,319.65506,13
89.06721,317.53693,13
93.573906,321.28064,13
92.897316,327.2351,13
95.65141,332.143,13
100.806595,331.67166,13
104.951485,327.52258,13
109.446846,323.6966,13
110.01697,318.50552,13
108.720215,313.04437,13
108.34912,308.165,13
110.37559,305.40973,13
106.37502,301.01468,13
109.263,298.3795,13
114.85939,295.81088,13
117.58921,290.88535,13
121.2301,285.6668,13
126.98775,284.80215,13
132.94188,285.42093,13
138.49251,287.5424,13
143.29529,292.29105,13
146.27278,297.3817,13
142.24036,301.19263,13
143.41531,306.7741,13
146.45627,312.26364,13
148.04797,317.7452,13
153.04532,321.09625,13
155.30504,326.68378,13
161.17064,329.47137,13
163.84741,334.95264,13
168.62767,341.25247,13
174.1579,343.16687,13
177.89313,347.84607,13
180.4217,354.0282,13
185.22456,356.85104,13
189.99174,357.8611,13
189.61478,358.4539,13
193.82408,356.85443,13
196.13832,354.47083,13
195.16876,352.33182,13
199.84732,355.38818,13
202.2528,360.8745,13
202.54465,363.97144,13
203.32033,368.535,13
203.78618,374.33847,13
207.62584,377.98584,13
211.77553,379.4478,13
217.82996,385.21475,13
223.85593,389.3567,13
228.81638,392.83206,13
234.12654,395.40088,13
239.94373,396.87067,13
245.57489,398.0795,13
251.15234,394.40475,13
255.04182,389.85657,13
260.01505,385.16037,13
265.16138,382.41855,13
268.16052,376.3394,13
273.99905,376.77966,13
280.6342,376.2455,13
286.25607,374.68204,13
291.94592,371.3921,13
297.32642,368.7373,13
303.42896,365.8381,13
308.20944,362.24307,13
309.94736,356.80072,13
307.10352,351.8022,13
302.09528,348.51205,13
307.41385,347.37335,13
312.14816,343.35748,13
315.08844,339.31375,13
320.2516,335.28455,13
326.4953,333.57086,13
331.24796,338.3037,13
329.71576,344.08102,13
332.56903,346.306,13
338.0974,345.80957,13
336.8361,340.1391,13
340.73758,339.7046,13
343.82373,338.68402,13
347.2766,337.77267,13
350.23492,331.71713,13
355.66843,329.17953,13
352.56802,325.8437,13
347.7206,323.61853,13
345.87778,318.28793,13
346.8814,312.6011,13
347.3699,306.64612,13
352.69608,307.50952,13
358.5101,306.26868,13
360.47626,301.21515,13
366.07733,297.31824,13
366.08557,290.52878,13
371.14603,287.68234,13
372.88965,283.29895,13
373.4435,277.71265,13
372.84692,270.1813,13
373.08487,269.05768,13
374.07666,263.76724,13
374.05014,258.2599,13
377.11832,253.56905,13
379.6636,246.71606,13
380.1182,241.63164,13
381.54614,238.03503,13
378.67603,234.7807,13
373.18262,233.3676,13
372.71384,227.35573,13
368.78748,221.83101,13
368.24014,215.96326,13
372.04312,212.7601,13
378.1752,210.31584,13
385.14017,207.53638,13
389.13736,213.12193,13
393.96652,217.35616,13
400.4298,220.79668,13
403.42502,226.44011,13
406.088,222.84674,13
407.93024,217.13765,13
408.1638,211.39328,13
410.05148,205.73607,13
408.52454,199.5738,13
405.55167,193.4462,13
400.3881,191.26634,13
400.2897,185.67966,13
399.2508,179.14943,13
402.04144,173.89336,13
405.81213,170.0258,13
405.11414,164.02925,13
407.83975,158.62762,13
404.78174,153.3044,13
402.3671,147.10844,13
401.18317,142.45444,13
400.4716,136.26369,13
396.81284,130.16336,13
396.19748,124.54063,13
396.8997,117.553986,13
391.31747,113.9677,13
385.46616,112.90383,13
386.34055,107.99716,13
383.9226,103.039375,13
378.6333,100.79538,13
376.53427,95.870094,13
376.90485,98.35875,13
380.3575,91.992905,13
378.53604,86.129005,13
380.57962,79.76246,13
382.08182,73.24718,13
387.40683,70.24486,13
392.4851,66.75452,13
396.84192,63.770668,13
400.90256,66.66826,13
408.32608,67.04402,13
410.58282,63.645542,13
405.68198,60.20867,13
400.6628,55.436295,13
398.29587,49.565613,13
393.41644,44.91543,13
387.55173,46.283024,13
382.05606,48.572277,13
377.30154,44.43621,13
370.09494,42.35254,13
364.93094,40.109093,13
360.8375,35.981216,13
359.42075,30.107595,13
360.28796,24.509464,13
359.73743,18.56207,13
359.4191,11.904674,13
