x,y,id
-121.653,195.312,27
-121.65854,195.31569,27
-118.86332,193.62619,27
-112.977844,192.55579,27
-108.8071,192.64212,27
-106.15879,196.57637,27
-101.22796,200.04137,27
-95.85246,200.522,27
-93.70044,204.06087,27
-89.28192,207.69647,27
-85.62353,210.3657,27
-81.7053,206.7079,27
-77.59776,202.97351,27
-72.17517,198.64728,27
-69.0744,193.51605,27
-70.307884,188.49373,27
-65.3847,184.10422,27
-59.32357,184.55688,27
-52.74769,187.55505,27
-49.860394,193.45982,27
-47.11255,198.40578,27
-49.18815,204.07909,27
-47.395264,210.52296,27
-44.841843,214.03459,27
-43.459423,214.75166,27
-40.235054,216.26453,27
-37.498783,219.14526,27
-36.88256,223.32234,27
-36.00879,225.10999,27
-37.41056,226.74217,27
-36.77366,232.2758,27
-37.104206,236.30284,27
-41.430695,239.9163,27
-45.15889,242.83153,27
-44.502293,247.68346,27
-46.001896,248.53087,27
-45.855186,251.26552,27
-47.131516,256.9678,27
-47.96379,262.79678,27
-43.145004,265.7447,27
-37.429497,264.9286,27
-31.805922,265.1425,27
-27.800255,264.05908,27
-21.990892,262.77493,27
-17.816225,261.5701,27
-13.4235,265.93866,27
-7.883002,267.709,27
-2.8274214,270.3482,27
-1.0762631,269.63492,27
2.97107,267.24866,27
6.825991,269.06586,27
9.95654,267.28113,27
9.686371,273.20062,27
12.710158,276.46365,27
15.53881,272.76346,27
21.13065,271.06747,27
24.863754,271.67096,27
25.128778,274.8762,27
30.543463,276.25812,27
34.904743,279.45483,27
38.126293,282.01617,27
39.256104,285.23022,27
36.34408,290.37064,27
33.68206,294.90045,27
34.858166,300.5534,27
37.400436,305.59064,27
40.79005,308.7568,27
44.274536,305.4276,27
46.48944,303.88602,27
47.608437,309.2561,27
52.077076,312.52844,27
55.53447,315.9559,27
56.21436,321.72516,27
57.27849,322.922,27
59.327576,328.19965,27
63.13068,328.346,27
68.35697,330.9863,27
70.06477,331.7452,27
75.64557,332.1621,27
79.497856,328.25333,27
83.471664,326.50235,27
86.22413,325.87103,27
89.579765,328.309,27
92.712814,327.74783,27
95.50265,322.481,27
100.41271,316.19238,27
104.76342,311.5712,27
107.18015,308.5808,27
110.758255,304.3962,27
108.70002,300.15768,27
108.88026,298.50677,27
114.00635,295.68304,27
109.86344,291.70587,27
105.332726,287.88095,27
103.53417,282.3353,27
107.271065,279.88824,27
111.36692,276.0784,27
111.75668,270.27267,27
112.62226,266.9349,27
106.93206,266.99594,27
102.59802,263.98206,27
102.295166,259.7676,27
104.121475,255.38464,27
104.40608,249.3903,27
105.78815,243.57277,27
103.77314,242.39197,27
98.83002,241.28532,27
93.12216,241.51584,27
90.39687,243.20929,27
84.64292,245.48274,27
80.25337,243.81296,27
79.57664,237.89294,27
79.37243,232.09637,27
77.380844,228.28423,27
77.380844,228.28423,27
76.476654,227.45044,27
77.173035,222.53146,27
80.47634,218.50757,27
78.49878,214.57538,27
77.2451,209.41077,27
77.87002,206.51079,27
77.81107,202.42058,27
79.18094,201.55875,27
82.51544,202.87967,27
86.4014,202.29979,27
88.87001,203.77025,27
93.97192,206.923,27
96.92275,203.86885,27
101.131256,200.00926,27
101.22071,199.91693,27
103.01808,195.20453,27
102.92415,189.59938,27
106.75437,185.10764,27
107.353,184.74503,27
105.06682,180.52058,27
103.951385,176.81259,27
102.37048,170.60014,27
97.00263,168.1786,27
97.523994,162.3215,27
99.26056,156.53397,27
101.01843,151.09172,27
99.46671,145.39821,27
99.016815,144.16861,27
97.488014,139.17355,27
99.91413,134.01277,27
105.1863,130.92267,27
105.33346,130.63847,27
101.924,127.698654,27
97.518555,126.25797,27
94.91039,123.20835,27
89.66822,118.8172,27
88.91777,114.33387,27
88.22315,109.72676,27
91.93414,105.0687,27
94.806694,105.081604,27
97.68692,103.777985,27
97.82906,107.32378,27
100.2655,106.32768,27
96.831795,100.250694,27
103.27523,97.4683,27
102.25795,92.13056,27
102.26084,88.18807,27
96.74263,86.596504,27
97.21882,82.64858,27
93.773926,79.307396,27
93.60126,76.06014,27
93.25392,71.279976,27
91.85626,68.00867,27
89.93341,64.879135,27
87.20109,61.79579,27
83.94825,61.335938,27
81.92495,65.96524,27
82.6437,71.41262,27
80.564705,70.74523,27
75.87993,67.032104,27
74.906395,64.184494,27
71.687614,59.444065,27
66.30559,56.58418,27
60.059402,54.754566,27
56.1426,52.825558,27
54.8428,46.205513,27
54.810722,40.435627,27
54.419952,36.800137,27
47.532475,35.11383,27
44.83186,41.04557,27
39.47964,43.396976,27
38.480072,49.286858,27
37.218212,51.054005,27
33.019066,53.554268,27
29.538475,55.214603,27
26.489126,55.616463,27
26.323313,52.05207,27
24.815128,46.315453,27
21.527206,41.43207,27
25.17504,38.29301,27
28.899387,35.5077,27
33.879482,34.106037,27
35.307945,28.832905,27
38.788868,29.97673,27
43.971245,29.450407,27
49.630005,31.399624,27
55.38322,32.760868,27
61.198086,34.25399,27
63.921604,33.34446,27
61.781673,27.940207,27
62.46471,26.329931,27
67.08684,26.295073,27
72.643906,27.798382,27
78.4563,28.50066,27
78.78241,24.716549,27
85.075005,22.037567,27
89.97694,25.867176,27
92.770676,31.117361,27
96.18653,32.40894,27
101.23703,32.32,27
103.61866,36.51603,27
105.85222,40.138298,27
106.80259,41.0187,27
112.89602,44.053925,27
115.5985,49.655582,27
114.9092,54.03703,27
110.37417,57.625385,27
104.73038,58.08405,27
101.48732,63.075897,27
100.796326,68.650475,27
104.73393,72.71936,27
109.55985,71.705055,27
109.97546,77.14771,27
108.72448,82.9055,27
105.35926,88.37099,27
99.727776,87.73546,27
95.5656,91.39619,27
94.3475,97.352264,27
92.54973,101.96792,27
90.861786,105.198524,27
84.25759,106.189575,27
81.57183,108.15605,27
75.94421,105.63673,27
71.17587,108.22347,27
72.260254,114.64177,27
75.68094,119.80755,27
77.34372,122.90607,27
78.11601,121.80176,27
78.11601,121.80176,27
76.88002,127.26111,27
75.83314,131.39355,27
80.016556,129.87354,27
85.23912,132.28963,27
91.23659,133.10793,27
94.05822,135.34789,27
92.30574,136.99886,27
88.01922,141.15591,27
83.88248,144.02512,27
89.692894,144.60667,27
96.0805,144.33199,27
100.767395,145.92126,27
99.88727,152.20633,27
96.76977,156.60356,27
100.0631,154.68565,27
105.2079,151.64923,27
110.46831,148.82164,27
113.089386,150.16624,27
115.92445,155.3893,27
121.403564,158.75038,27
120.4077,165.44064,27
122.86561,165.58174,27
123.09606,170.75458,27
124.00755,171.78711,27
124.97339,176.04997,27
125.07332,180.0061,27
123.86249,185.0402,27
122.03892,188.26007,27
125.323654,194.59561,27
122.73613,197.03139,27
122.2052,198.19727,27
123.80917,198.63307,27
126.18614,202.85081,27
126.29855,204.93695,27
126.26602,204.93605,27
123.6414,206.77716,27
119.25302,208.51773,27
114.82926,210.82082,27
112.64409,215.55775,27
111.69147,216.61725,27
112.220024,218.96446,27
111.43458,221.08061,27
113.374146,225.22021,27
110.66943,229.85791,27
105.74185,232.02249,27
100.20484,229.80716,27
95.48483,225.24638,27
89.92625,224.18529,27
85.08935,220.8239,27
82.13949,216.23694,27
78.334496,212.45949,27
76.35459,205.9687,27
79.19706,203.25038,27
77.1332,202.12598,27
71.12247,200.1193,27
66.13023,194.75122,27
64.227745,190.619,27
66.74427,187.01128,27
63.678932,185.66162,27
58.71682,182.72295,27
52.567886,181.42256,27
45.017044,180.63908,27
39.31181,178.63142,27
35.755314,177.6535,27
33.46173,172.57083,27
33.453487,172.5319,27
29.096563,175.34059,27
24.55329,178.95834,27
22.600195,182.2079,27
21.913622,183.0576,27
15.817608,181.46158,27
10.9639225,178.17107,27
6.468996,174.65775,27
3.118285,173.23576,27
-2.5318415,175.01118,27
-3.4267962,175.38396,27
-4.212721,181.22148,27
-7.5387063,184.50269,27
-4.9207644,188.27185,27
-2.9210205,191.93748,27
-6.389806,196.55461,27
-10.72714,194.9383,27
-13.457553,197.28516,27
-16.719988,201.98514,27
-16.93066,204.98679,27
-19.62317,208.17157,27
-24.730206,210.83102,27
-24.089565,213.13377,27
-25.703125,219.48993,27
-31.59585,220.61786,27
-37.397682,220.59293,27
-38.55579,223.56448,27
-39.790695,228.16995,27
-45.494705,230.15994,27
-49.214413,230.04958,27
-53.025,234.14369,27
-58.44824,232.86537,27
-61.25068,227.96918,27
-61.967907,222.08443,27
-63.47249,216.3489,27
-66.751686,211.64133,27
-67.95045,207.11581,27
-71.27928,203.83122,27
-68.04585,206.3209,27
-66.513725,207.54362,27
-66.20418,202.36253,27
-62.221104,197.61542,27
-62.39006,194.96838,27
-63.477062,189.66911,27
-67.84964,185.89642,27
-68.69114,180.42487,27
-66.476715,177.97873,27
-62.91941,174.99626,27
-60.779835,172.6016,27
-57.921528,169.23738,27
-57.26739,163.42424,27
-57.537277,157.83353,27
-63.24831,156.3216,27
-66.95032,155.44159,27
-66.228645,149.58409,27
-61.87237,145.47925,27
-61.371998,144.6159,27
-62.79354,141.7737,27
-63.105064,136.64796,27
-58.592297,133.13446,27
-55.499992,128.18324,27
-51.720726,125.429405,27
-53.36744,123.77949,27
-52.66435,118.26736,27
-54.39035,115.49071,27
-50.63124,110.87898,27
-51.67915,105.48363,27
-47.960926,100.835526,27
-43.684265,96.37306,27
-43.785706,89.949234,27
-43.001072,87.60219,27
-43.001072,87.60219,27
-39.287464,89.414276,27
-38.344666,89.860054,27
-42.20064,85.29122,27
-47.103024,80.51051,27
-50.0313,81.72084,27
-52.500908,79.085846,27
-49.628757,75.01364,27
-45.611153,74.44285,27
-41.984528,69.715706,27
-38.1413,68.82213,27
-32.594173,69.83218,27
-32.486813,69.871,27
-34.170547,66.280174,27
-34.627502,60.76889,27
-34.864742,55.857616,27
-34.290745,50.004074,27
-38.679077,48.535286,27
-43.28377,45.283382,27
-47.827385,40.976383,27
