x,y,id
-163.10439,225.00876,22
-141.37833,214.14716,22
-139.9921,211.26074,22
-135.30107,186.8637,22
-141.11803,199.67174,22
-140.32823,242.63223,22
-152.93973,218.90448,22
-125.84996,216.17198,22
-129.56339,214.14583,22
-119.50815,222.33032,22
-109.091034,246.76917,22
-132.18997,217.1552,22
-79.44452,219.14085,22
-83.87966,258.53247,22
-74.619064,237.89084,22
-120.674065,203.7254,22
-105.7869,240.5033,22
-110.093376,256.06183,22
-99.31526,250.74426,22
-99.91643,220.70058,22
-88.93836,266.1005,22
-93.41537,279.4158,22
-99.80564,272.58734,22
-92.072754,302.31555,22
-74.471886,272.11282,22
-69.499344,214.67181,22
-85.73359,226.79071,22
-96.111084,291.05203,22
-86.655754,281.59686,22
-74.03551,273.48767,22
-75.986694,256.46716,22
-75.43104,291.2762,22
-57.514233,260.0687,22
-48.93554,294.94336,22
-42.587395,244.34201,22
-54.214127,271.09512,22
-55.1885,300.3958,22
-54.92636,266.8827,22
-46.941574,311.01184,22
-55.851616,283.13425,22
-57.746685,318.27356,22
-65.75806,298.67627,22
-26.781067,305.2226,22
-42.434055,332.33487,22
-59.24016,306.17896,22
-48.99528,316.16388,22
-46.36784,305.11487,22
-26.660847,297.71326,22
-22.390017,314.55618,22
-25.662075,251.03766,22
-23.735003,329.8672,22
-23.869144,298.7584,22
3.353284,329.80527,22
-27.764109,333.8915,22
-27.13455,279.11752,22
-10.74417,305.6657,22
-35.13399,299.27588,22
-7.974291,286.1261,22
-26.74328,290.64685,22
-17.161713,298.5203,22
-2.2088904,292.03943,22
10.067782,270.98694,22
-4.9882846,290.5569,22
-4.897021,300.1891,22
31.810503,337.4293,22
29.35775,325.60834,22
13.390526,291.27603,22
36.74802,303.1254,22
34.548573,309.22864,22
5.734219,354.92453,22
11.294578,321.38736,22
10.659117,303.52707,22
15.233588,348.67825,22
11.515507,351.1511,22
33.137238,316.37167,22
34.44209,315.51422,22
24.543852,267.4141,22
54.357517,292.78027,22
54.422134,337.2265,22
51.56811,299.60278,22
30.562668,339.97446,22
31.719667,322.27783,22
-2.5131283,296.73627,22
73.81157,300.24188,22
50.164387,265.03073,22
64.48171,308.04904,22
57.604404,321.0576,22
71.02838,323.41528,22
55.644836,307.52817,22
75.86205,326.98175,22
63.01019,320.6561,22
80.774864,318.4699,22
77.36506,284.87592,22
96.71976,297.54697,22
110.220375,303.73758,22
87.41816,313.19073,22
86.97397,286.47903,22
85.0839,327.47937,22
84.71709,299.3397,22
91.52131,317.4217,22
90.83587,305.6327,22
82.511894,300.82822,22
123.34115,320.411,22
135.99799,273.90878,22
117.680145,287.4344,22
128.8415,317.86526,22
112.45516,296.0462,22
103.8399,303.69397,22
108.393936,300.1524,22
112.74196,308.9803,22
108.191315,275.1567,22
112.216034,295.63556,22
96.87274,322.45978,22
119.05787,307.9617,22
123.74577,325.55872,22
119.67697,272.91382,22
116.06117,310.40408,22
110.48683,309.4012,22
102.48031,301.41647,22
93.77593,310.01187,22
126.87116,333.87604,22
115.66409,293.45828,22
117.69359,297.61362,22
109.20455,268.91077,22
103.391685,278.89334,22
96.81326,320.16797,22
102.061615,332.09647,22
79.71598,309.97037,22
124.17891,317.40634,22
95.77237,310.429,22
87.057556,293.5608,22
100.51443,279.52313,22
108.10969,322.96072,22
78.84899,283.70944,22
116.79822,316.82578,22
87.4308,283.3123,22
91.497345,275.34995,22
98.70451,301.5451,22
117.61727,256.96796,22
101.14288,261.7957,22
129.27054,261.80432,22
119.72068,241.91985,22
144.51183,237.24413,22
118.811646,253.88232,22
118.93337,269.33743,22
118.946785,257.81027,22
134.0083,291.79178,22
141.16315,263.91415,22
123.80578,281.35626,22
125.195526,258.28787,22
120.80972,251.17056,22
115.4821,251.73535,22
159.83061,202.40865,22
161.44566,249.95213,22
120.64633,259.51233,22
137.32541,251.87102,22
81.33772,197.45503,22
156.72289,218.91483,22
116.75259,247.18892,22
140.97633,231.31465,22
121.01388,209.96805,22
83.78998,201.68007,22
95.776886,241.81218,22
87.11322,188.15387,22
133.13496,225.03645,22
135.24855,212.16762,22
71.90543,216.42741,22
112.7284,194.7597,22
141.46971,213.40036,22
100.31083,182.92375,22
111.64395,207.97552,22
106.0887,182.89206,22
124.38756,170.17564,22
133.21756,173.29462,22
91.98725,154.22879,22
97.74053,187.73897,22
107.66098,169.5465,22
103.55182,187.50366,22
123.690025,151.22743,22
81.09473,158.88266,22
84.30988,157.26848,22
71.74978,141.8553,22
123.8695,117.08783,22
108.79487,115.05792,22
82.35593,165.64442,22
104.512024,87.09911,22
78.40918,87.91464,22
123.88528,113.34338,22
