idx,label,location.lat,location.long
0,0,-122.53992,196.37712
0,0,-120.90524,195.1436
0,0,-119.73165,193.46686
0,0,-118.83319,191.57642
0,0,-118.02391,189.70177
0,0,-117.11788,188.07246
0,0,-115.19602,188.38487
0,0,-114.188995,187.1004
0,0,-111.63553,187.36967
0,0,-108.055984,187.3313
0,0,-108.84236,187.15984
0,0,-109.109024,187.6697
0,0,-110.84429,187.98825
0,0,-111.23601,188.211
0,0,-112.18327,185.00116
0,0,-113.259254,185.67134
0,0,-111.662025,183.09015
0,0,-109.34464,182.35591
0,0,-106.1077,179.12608
0,0,-102.4035,180.57959
0,0,-101.378746,181.64825
0,0,-99.553856,182.80037
0,0,-96.80726,182.72823
0,0,-94.50451,184.31679
0,0,-94.335754,183.30214
0,0,-91.61344,187.82909
0,0,-91.061584,187.32668
0,0,-88.45196,189.11053
0,0,-88.69995,192.34589
0,0,-86.647285,197.97255
0,0,-87.884224,199.72934
0,0,-86.10468,200.65903
0,0,-80.59638,200.23286
0,0,-77.50813,199.22043
0,0,-72.380646,193.58408
0,0,-69.65765,190.70181
0,0,-67.086624,186.00125
0,0,-66.11679,183.23962
0,0,-66.26766,185.50984
0,0,-64.56417,187.39975
0,0,-65.42739,189.15277
0,0,-60.756374,192.9959
0,0,-57.99893,194.6295
0,0,-54.6805,196.12985
0,0,-51.16191,194.94061
0,0,-49.73087,192.16351
0,0,-48.323383,191.35445
0,0,-49.571106,191.12993
0,0,-48.505726,194.52914
0,0,-46.363884,195.84099
0,0,-42.6404,197.07382
0,0,-37.45827,198.59778
0,0,-33.734264,200.9216
0,0,-31.28378,206.47562
0,0,-29.23653,210.91269
0,0,-28.880445,213.15514
0,0,-30.93962,219.4606
0,0,-31.605898,224.6397
0,0,-30.563297,229.88303
0,0,-27.686777,233.31563
0,0,-26.596306,237.08708
0,0,-27.044998,237.98361
0,0,-26.694426,238.40929
0,0,-28.636196,238.91873
0,0,-29.878191,237.64977
0,0,-30.009916,237.52773
0,0,-29.513437,236.69966
0,0,-27.862791,233.61699
0,0,-24.480858,234.91344
0,0,-19.091927,236.4862
0,0,-16.682419,236.71275
0,0,-15.721932,238.76698
0,0,-12.69592,240.0275
0,0,-11.977753,239.14442
0,0,-10.182015,240.77113
0,0,-7.507317,244.36493
0,0,-5.592107,247.00696
0,0,-4.9663453,250.6245
0,0,-4.9087,254.96178
0,0,-4.0773544,253.48647
0,0,-3.3459556,253.24687
0,0,-2.2083912,255.086
0,0,-0.6891814,251.3595
0,0,-0.4124272,247.79375
0,0,2.4611037,248.33235
0,0,5.3697257,251.96718
0,0,9.031819,256.17673
0,0,11.276686,260.2724
0,0,10.930371,259.73657
0,0,10.311049,260.6899
0,0,12.45501,263.941
0,0,11.2636595,266.57996
0,0,9.3847475,262.45395
0,0,10.868309,263.9259
0,0,11.534575,267.70563
0,0,13.32463,271.84763
0,0,13.635169,276.33704
0,0,14.906976,278.09155
0,0,16.880882,282.49802
0,0,18.00865,286.88605
0,0,19.08158,291.8109
0,0,15.915739,290.7293
0,0,14.684326,291.3182
0,0,14.252299,294.80826
0,0,15.329873,294.9018
0,0,16.107256,294.3769
0,0,17.080074,294.71414
0,0,19.169397,291.96378
0,0,23.938913,292.01736
0,0,27.768026,286.73965
0,0,29.667349,284.02408
0,0,30.684256,281.36932
0,0,31.60489,282.96252
0,0,33.16565,282.2632
0,0,36.240524,280.49966
0,0,36.190205,280.77908
0,0,34.62993,281.02173
0,0,33.29074,280.5679
0,0,32.079136,279.87808
0,0,31.530502,279.7434
0,0,28.552011,279.158
0,0,25.470043,281.4671
0,0,26.214218,282.13116
0,0,27.087952,281.75436
0,0,28.455105,282.29755
0,0,30.826736,283.1119
0,0,33.06431,283.5477
0,0,37.53669,282.04602
0,0,42.285244,279.33792
0,0,46.545467,277.27078
0,0,46.31435,272.3166
0,0,46.427353,272.0437
0,0,47.499878,273.63913
0,0,45.791958,272.64423
0,0,45.669495,272.98294
0,0,47.261795,275.4836
0,0,49.43976,276.27823
0,0,50.10502,275.06076
0,0,52.344837,273.19318
0,0,49.68649,268.8545
0,0,47.55652,265.56125
0,0,46.312687,263.5972
0,0,45.50742,261.46063
0,0,45.54316,258.38593
0,0,47.95263,253.7669
0,0,49.575153,254.41809
0,0,51.30845,254.80135
0,0,51.214714,252.92873
0,0,53.545433,253.10974
0,0,53.860275,249.54018
0,0,55.44106,249.47638
0,0,56.759724,249.90228
0,0,60.428738,251.84998
0,0,61.142868,253.91452
0,0,62.78177,254.09737
0,0,60.390293,256.81073
0,0,58.885883,257.47256
0,0,59.466793,256.05826
0,0,63.136745,256.86038
0,0,64.5538,254.01833
0,0,65.65929,253.31952
0,0,67.95106,252.61327
0,0,72.521736,251.12196
0,0,73.86426,252.08484
0,0,75.970634,249.71414
0,0,75.18412,248.02185
0,0,76.23441,245.43925
0,0,79.394226,244.4524
0,0,84.52065,242.25847
0,0,86.79402,240.84435
0,0,88.83054,238.68958
0,0,92.1828,238.27635
0,0,94.124176,240.4886
0,0,93.852066,243.45825
0,0,93.42653,246.04074
0,0,90.363846,248.2296
0,0,89.91695,250.67667
0,0,89.67945,250.11975
0,0,91.177536,250.78369
0,0,89.643555,251.74689
0,0,87.84278,251.00694
0,0,88.98391,252.17801
0,0,89.6105,254.14085
0,0,90.72386,253.12148
0,0,91.04559,255.66107
0,0,94.09124,255.54726
0,0,95.77963,254.46805
0,0,95.89154,250.7885
0,0,97.78904,248.74384
0,0,98.02278,246.2013
0,0,97.661476,247.16174
0,0,99.511185,246.1513
0,0,102.71299,247.92313
0,0,102.688034,247.5767
0,0,103.49888,248.0229
0,0,106.12377,251.57936
0,0,103.21122,249.76851
0,0,101.09248,251.28566
0,0,102.74068,250.54471
0,0,103.23167,252.07141
0,0,101.603485,254.40746
0,0,102.89954,255.77632
0,0,104.02599,259.08325
0,0,101.90363,260.66705
0,0,102.71089,260.7246
0,0,100.73788,264.3996
0,0,99.76428,264.5267
0,0,99.80742,267.48438
0,0,103.00682,267.7129
0,0,103.966095,268.45837
0,0,102.613464,264.75217
0,0,104.98752,266.4506
0,0,105.11631,265.69028
0,0,104.68699,266.7653
0,0,106.1121,266.7247
0,0,105.52091,267.35107
0,0,104.47716,268.5883
0,0,101.393074,271.5587
0,0,98.63984,271.24475
0,0,95.18321,271.94165
0,0,92.71894,267.60876
0,0,94.72134,269.60165
0,0,98.329025,267.90332
0,0,100.33586,268.89566
0,0,103.356125,267.9635
0,0,105.08565,266.22623
0,0,104.526855,267.06372
0,0,104.22499,271.16446
0,0,101.78971,269.14862
0,0,101.91594,272.666
0,0,105.52416,272.2752
0,0,108.45978,272.14536
0,0,110.86025,270.99994
0,0,113.325806,272.35696
0,0,115.54971,269.9852
0,0,115.4301,269.40875
0,0,115.04431,268.4525
0,0,115.5557,270.82748
0,0,116.22793,268.2407
0,0,120.1616,268.33893
0,0,124.207245,267.95618
0,0,124.12394,266.7613
0,0,123.154205,268.5156
0,0,124.195526,270.8474
0,0,119.871475,272.35806
0,0,116.61179,276.8623
0,0,116.34974,276.7195
0,0,117.748535,280.18903
0,0,120.403435,279.50195
0,0,123.425064,276.2031
0,0,127.422066,275.11148
0,0,128.40933,273.38913
0,0,129.46214,273.512
0,0,129.86905,272.9808
0,0,126.76955,275.1857
0,0,127.78862,276.4261
0,0,131.78073,278.39398
0,0,133.2317,283.5702
0,0,135.58919,287.17685
0,0,140.1066,288.3834
0,0,142.97562,293.05356
0,0,142.32451,295.42587
0,0,144.22026,297.41724
0,0,145.92346,295.7657
0,0,146.13506,293.7533
0,0,146.11136,291.21793
0,0,149.56885,289.82925
0,0,148.01474,287.68604
0,0,146.8433,288.00772
0,0,145.52391,286.77112
0,0,145.27296,287.76602
0,0,145.82683,287.79202
0,0,147.41716,287.6414
0,0,151.38637,288.24445
0,0,153.47853,289.35938
0,0,155.61763,288.28598
0,0,157.56009,289.91757
0,0,157.2675,290.77386
0,0,156.1742,292.4196
0,0,159.11928,292.19223
0,0,160.35123,292.80292
0,0,161.37708,294.69888
0,0,158.19145,293.70013
0,0,156.26996,296.81552
0,0,153.6369,298.1686
0,0,149.90396,299.1292
0,0,145.42664,301.40912
0,0,142.74953,302.58023
0,0,142.9319,305.82703
0,0,147.52876,306.06613
0,0,147.78526,305.47247
0,0,150.34013,302.73773
0,0,146.408,298.9691
0,0,145.63797,299.44696
0,0,145.59201,297.83597
0,0,143.62102,296.77264
0,0,141.76782,294.27893
0,0,137.81264,293.6264
0,0,136.17041,294.0995
0,0,135.96767,293.80978
