id,avg_distance_to_hull,diameter,time_ratio_spent_on_right_side
0,175.73301669376102,404.4925416962871,0.65
1,173.6645316168128,401.83765851850757,0.5575
2,164.89932817913134,432.3746960991551,0.675
3,129.28166524307287,469.6159437477425,0.71
4,109.16320680444456,596.7815410480083,0.685
5,115.44302909991121,619.1188877333909,0.5575
6,131.23350125569252,493.332611656809,0.68
7,118.95585908463644,483.3989380037168,0.75
8,99.80174387930938,236.32563434252202,0.0
9,104.51918480644373,332.3448500104113,0.0
10,77.32791799418932,344.41025921059486,0.0
11,100.6712654625644,271.2288005762657,0.0
12,87.46952613072642,432.6485628514767,0.0
13,104.02882250003731,365.8929563938491,0.0
14,73.57023254419958,387.31380072034494,0.0
15,92.06790803889422,447.7223889464872,0.0
16,110.84983197702695,193.89087667410533,0.0
17,92.45479802741966,332.8942836646711,0.0
18,79.24466031308272,324.467748130242,0.0
19,81.38514658970252,247.90307591098812,0.0
20,114.95495282656003,211.5626079859221,0.0
21,79.34902083457638,416.4592713281955,0.0075
22,97.55705188154433,211.36640148984515,0.0
23,115.46827457261712,240.10868274798682,0.0
24,110.49993413076255,479.5776157375714,0.0125
25,135.62917893346798,195.82898043061206,0.0
26,85.24900152037422,239.55272147131694,0.0
27,129.28316890251708,158.00070873206008,0.0
28,90.59490739705213,363.708022390527,0.0
29,108.4128231405761,243.27418394289765,0.0
30,125.8600168247421,416.8754374330353,0.1175
31,93.00137117523646,285.50251929333405,0.0
32,102.98357501600807,266.43977094166127,0.0
33,85.11439558123163,393.0176834538698,0.0875
34,87.56681620309207,611.9734512183992,0.815
35,102.18139148235605,764.5257547182523,0.43
36,70.85794629917906,566.4429614346809,0.4225
37,102.63453364922427,386.33847672264386,0.3525
38,75.07732288940659,547.1363357241712,0.425
