id;label;trajectory;speed_x;speed_z;speed;acceleration_x;acceleration_z;acceleration;angle;angular_speed;angular_acceleration;curvature;autocorrelation_speed_x;autocorrelation_speed_z;autocorrelation_speed;autocorrelation_acceleration_x;autocorrelation_acceleration_z;autocorrelation_acceleration;autocorrelation_angle;autocorrelation_angular_speed;autocorrelation_angular_acceleration;autocorrelation_curvature
22;23;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ 177.62376404   89.86740875]
 [ 177.66548157   89.79914856]
 [ 177.70429993   89.72920227]]";"[-0.13847351  0.          0.         ...  1.04293823  1.04293823
  0.97045898]";"[ 0.09231567  0.          0.         ... -1.70669556 -1.70650482
 -1.74865723]";[0.16642445 0.         0.         ... 2.00013247 1.99996972 1.99989818];"[ 0.          3.46183777  0.         ... -0.88691711  0.
 -1.8119812 ]";"[ 0.         -2.30789185  0.         ... -0.56266785  0.00476837
 -1.05381012]";[0.         4.16061119 0.         ... 1.05034141 0.00476837 2.09613731];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.10067965e-02
 4.97286333e-05 4.19271865e-02]";"[ 0.          0.          0.         ...  0.06620254 -0.5239267
  1.04693645]";"[  0.           0.           0.         ...   3.20878972 -14.75323098
  39.27157857]";"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.10052515e-02
  4.97286297e-05 -4.19149037e-02]";"[ 1.00000000e+00  9.97489712e-01  9.93514574e-01 ... -4.58602836e-06
 -4.58602836e-06 -4.26732120e-06]";"[ 1.00000000e+00  9.98808777e-01  9.96832075e-01 ... -2.97909130e-06
 -2.97875837e-06 -3.05233673e-06]";"[1.00000000e+00 9.99120305e-01 9.97626974e-01 ... 3.94499676e-06
 3.94467576e-06 3.94453467e-06]";"[ 1.00000000e+00  2.93227954e-01  2.60129653e-01 ...  0.00000000e+00
 -6.38683962e-05  0.00000000e+00]";"[ 1.00000000e+00  3.38586740e-01  3.19779768e-01 ... -1.43230148e-07
  3.16538628e-05  0.00000000e+00]";"[1.00000000e+00 4.55336565e-01 4.30980846e-01 ... 1.13336695e-07
 4.98218881e-05 0.00000000e+00]";[1.         0.26979812 0.24317195 ... 0.         0.         0.        ];"[ 1.         -0.48176099  0.0170954  ...  0.          0.
  0.        ]";"[ 1.         -0.66832851  0.18193321 ...  0.          0.
  0.        ]";[1.         0.18894537 0.18689842 ... 0.         0.         0.        ]
33;26;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ -33.90311813  -79.29517365]
 [ -33.82313919  -79.29338837]
 [ -33.74315643  -79.29159546]]";"[-0.13847351  0.          0.         ...  1.99947357  1.99947357
  1.99956894]";[0.09231567 0.         0.         ... 0.04463196 0.04463196 0.04482269];[0.16642445 0.         0.         ... 1.99997164 1.99997164 2.00007125];"[0.00000000e+00 3.46183777e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 2.38418579e-03]";"[ 0.         -2.30789185  0.         ... -0.00476837  0.
  0.00476837]";[0.         4.16061119 0.         ... 0.00476837 0.         0.0053312 ];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.53448305e-05
 0.00000000e+00 9.42761989e-05]";"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.66022184e-05
 -2.38362076e-03  2.35690497e-03]";"[ 0.          0.          0.         ... -0.06025553 -0.05892546
  0.11851314]";"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.53448298e-05
  0.00000000e+00  9.42761988e-05]";"[ 1.00000000e+00  9.98980409e-01  9.96994934e-01 ... -6.58883122e-06
 -6.58883122e-06 -6.58914548e-06]";"[1.00000000e+00 9.99208921e-01 9.97480850e-01 ... 1.01817554e-07
 1.01817554e-07 1.02252672e-07]";"[1.00000000e+00 9.99438911e-01 9.98329854e-01 ... 4.03503621e-06
 4.03503621e-06 4.03523717e-06]";"[1.00000000e+00 4.97199068e-01 4.37295983e-01 ... 0.00000000e+00
 1.61692855e-07 0.00000000e+00]";"[ 1.00000000e+00  5.92454281e-01  5.01768488e-01 ...  0.00000000e+00
 -2.75060476e-07  0.00000000e+00]";"[1.00000000e+00 5.77493166e-01 5.31455180e-01 ... 0.00000000e+00
 2.43602533e-07 0.00000000e+00]";[1.         0.26122899 0.23251047 ... 0.         0.         0.        ];"[ 1.         -0.48056331  0.0153986  ...  0.          0.
  0.        ]";"[ 1.         -0.66749095  0.17603349 ...  0.          0.
  0.        ]";[1.         0.39649297 0.31373323 ... 0.         0.         0.        ]
13;33;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ 325.35287476  345.60012817]
 [ 325.4269104   345.5697937 ]
 [ 325.50085449  345.53930664]]";"[-0.13847351  0.          0.         ...  1.85089111  1.85089111
  1.84860229]";"[ 0.09231567  0.          0.         ... -0.75759888 -0.75836182
 -0.76217651]";[0.16642445 0.         0.         ... 1.99993849 2.00022763 1.99956082];"[ 0.          3.46183777  0.         ...  0.01907349  0.
 -0.05722046]";"[ 0.         -2.30789185  0.         ...  0.01907349 -0.01907349
 -0.09536743]";[0.         4.16061119 0.         ... 0.02697398 0.01907349 0.11121658];[0.         0.         0.         ... 0.00049766 0.000353   0.00219932];"[ 0.          0.          0.         ... -0.06378349 -0.0036166
  0.04615799]";"[ 0.          0.          0.         ... -3.41044546  1.50417217
  1.24436495]";"[ 0.          0.          0.         ...  0.00049766 -0.000353
 -0.00219932]";"[ 1.00000000e+00  9.98248325e-01  9.94587235e-01 ... -3.74845160e-06
 -3.74845160e-06 -3.74381625e-06]";"[ 1.00000000e+00  9.98056065e-01  9.94027225e-01 ... -1.05727904e-06
 -1.05834377e-06 -1.06366743e-06]";"[1.00000000e+00 9.99747905e-01 9.99273018e-01 ... 2.47419501e-06
 2.47455271e-06 2.47372779e-06]";"[ 1.00000000e+00  5.53021542e-01  5.42577584e-01 ...  0.00000000e+00
 -1.34237678e-06  0.00000000e+00]";"[1.00000000e+00 5.37535289e-01 5.38573395e-01 ... 2.74489107e-07
 1.37244554e-06 0.00000000e+00]";"[1.00000000e+00 5.84184473e-01 6.19485226e-01 ... 2.57708919e-07
 1.50268831e-06 0.00000000e+00]";[1.         0.53124961 0.54955    ... 0.         0.         0.        ];"[ 1.         -0.51952038  0.10302146 ...  0.          0.
  0.        ]";"[ 1.         -0.70484813  0.2427912  ...  0.          0.
  0.        ]";[1.         0.52497761 0.53775813 ... 0.         0.         0.        ]
26;32;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ 259.26690674 -111.5094223 ]
 [ 259.33056641 -111.46096039]
 [ 259.39407349 -111.41233826]]";"[-0.13847351  0.          0.         ...  1.59454346  1.5914917
  1.587677  ]";[0.09231567 0.         0.         ... 1.20716095 1.21154785 1.21555328];[0.16642445 0.         0.         ... 1.9999516  2.0001735  1.99957197];"[ 0.          3.46183777  0.         ...  0.         -0.07629395
 -0.09536743]";"[ 0.         -2.30789185  0.         ... -0.00476837  0.10967255
  0.1001358 ]";[0.         4.16061119 0.         ... 0.00476837 0.13359953 0.13828278];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.60330608e-05
 2.66960332e-03 2.74942849e-03]";[0.         0.         0.         ... 0.         0.06483926 0.00199563];"[ 0.          0.          0.         ...  1.52610226  1.62098141
 -1.57109068]";"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.60330603e-05
  2.66960015e-03  2.74942503e-03]";"[ 1.00000000e+00  9.99003447e-01  9.96946915e-01 ... -6.49097551e-06
 -6.47855259e-06 -6.46302394e-06]";"[1.00000000e+00 9.99038213e-01 9.97164430e-01 ... 2.89051835e-06
 2.90102268e-06 2.91061360e-06]";"[1.00000000e+00 9.99310889e-01 9.97867673e-01 ... 4.58645660e-06
 4.58696548e-06 4.58558599e-06]";"[ 1.00000000e+00  5.52722479e-01  5.52699068e-01 ... -6.47553179e-06
 -8.09441474e-06  0.00000000e+00]";"[ 1.00000000e+00  4.83994213e-01  4.54636213e-01 ... -5.57250581e-06
 -5.08794009e-06  0.00000000e+00]";"[1.00000000e+00 5.59972609e-01 5.72727333e-01 ... 6.44779819e-06
 6.67382178e-06 0.00000000e+00]";[1.         0.22098672 0.17925286 ... 0.         0.         0.        ];"[ 1.         -0.4732137  -0.00847023 ...  0.          0.
  0.        ]";"[ 1.         -0.65773118  0.15767475 ...  0.          0.
  0.        ]";[1.         0.28372909 0.19112092 ... 0.         0.         0.        ]
10;31;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ 114.91698456   82.2127533 ]
 [ 114.91698456   82.2127533 ]
 [ 114.91698456   82.2127533 ]]";"[-0.13847351  0.          0.         ...  0.          0.
  0.        ]";[0.09231567 0.         0.         ... 0.         0.         0.        ];[0.16642445 0.         0.         ... 0.         0.         0.        ];[0.         3.46183777 0.         ... 0.         0.         0.        ];"[ 0.         -2.30789185  0.         ...  0.          0.
  0.        ]";[0.         4.16061119 0.         ... 0.         0.         0.        ];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[1.         0.99879414 0.9963784  ... 0.         0.         0.        ];[1.         0.99911974 0.99729499 ... 0.         0.         0.        ];[1.         0.99943106 0.9981574  ... 0.         0.         0.        ];[1.         0.50196756 0.49239361 ... 0.         0.         0.        ];[1.         0.53665896 0.53972163 ... 0.         0.         0.        ];[1.         0.56943325 0.60189667 ... 0.         0.         0.        ];[1.         0.38548463 0.35926514 ... 0.         0.         0.        ];"[ 1.         -0.47866653  0.00517956 ...  0.          0.
  0.        ]";"[ 1.         -0.66360893  0.15981417 ...  0.          0.
  0.        ]";[1.         0.36257727 0.31055644 ... 0.         0.         0.        ]
7;53;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ 199.21748352  273.13619995]
 [ 199.29150391  273.22174072]
 [ 199.36553955  273.30731201]]";"[-0.13847351  0.          0.         ...  1.85089111  1.85050964
  1.85089111]";[0.09231567 0.         0.         ... 2.13928223 2.13851929 2.13928223];[0.16642445 0.         0.         ... 2.82883834 2.82801179 2.82883834];"[ 0.          3.46183777  0.         ...  0.         -0.00953674
  0.00953674]";"[ 0.         -2.30789185  0.         ...  0.01907349 -0.01907349
  0.01907349]";[0.         4.16061119 0.         ... 0.01907349 0.02132481 0.02132481];"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.76499414e-04
 7.45059163e-05 7.45059163e-05]";"[ 0.          0.          0.         ... -0.00254971 -0.00254984
  0.        ]";"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.37426682e-02
 -3.26764570e-06  6.37459359e-02]";"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.76499413e-04
 -7.45059161e-05  7.45059161e-05]";"[ 1.00000000e+00  9.98083730e-01  9.94383600e-01 ... -4.17888683e-06
 -4.17802556e-06 -4.17888683e-06]";"[1.00000000e+00 9.98812896e-01 9.96493141e-01 ... 2.44472206e-06
 2.44385019e-06 2.44472206e-06]";"[1.00000000e+00 9.99630348e-01 9.98961851e-01 ... 3.31275091e-06
 3.31178297e-06 3.31275091e-06]";"[ 1.00000000e+00  4.72459926e-01  4.82294703e-01 ... -2.28068442e-07
  2.28068442e-07  0.00000000e+00]";"[ 1.00000000e+00  4.88803042e-01  4.73949115e-01 ...  3.76219407e-07
 -3.76219407e-07  0.00000000e+00]";"[1.00000000e+00 5.21640611e-01 5.57598175e-01 ... 3.38949139e-07
 3.38949139e-07 0.00000000e+00]";[1.         0.36142843 0.3781035  ... 0.         0.         0.        ];"[ 1.         -0.51305654  0.02353441 ...  0.          0.
  0.        ]";"[ 1.         -0.67732019  0.18559208 ...  0.          0.
  0.        ]";[1.         0.46749774 0.46275477 ... 0.         0.         0.        ]
17;20;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ 401.82015991  118.00946045]
 [ 401.82000732  118.00899506]
 [ 401.82000732  118.00899506]]";"[-0.13847351  0.          0.         ... -0.06408691 -0.0038147
  0.        ]";"[ 0.09231567  0.          0.         ... -0.22144318 -0.01163483
  0.        ]";[0.16642445 0.         0.         ... 0.23053029 0.01224423 0.        ];[0.         3.46183777 0.         ... 0.87738037 1.50680542 0.09536743];"[ 0.         -2.30789185  0.         ...  2.7513504   5.24520874
  0.29087067]";[0.         4.16061119 0.         ... 2.88785826 5.45735076 0.30610569];[0.         0.         0.         ... 0.00900849 0.03511536 0.        ];"[ 0.          0.          0.         ...  0.1665864   0.65267169
 -0.87788404]";"[  0.           0.           0.         ...   7.32715558  12.15213236
 -38.26389333]";"[ 0.          0.          0.         ...  0.00900837 -0.03510815
  0.        ]";"[1.00000000e+00 9.99208836e-01 9.97328643e-01 ... 2.33940565e-07
 1.39250336e-08 0.00000000e+00]";"[ 1.00000000e+00  9.99225222e-01  9.97662076e-01 ... -3.83894485e-07
 -2.01701667e-08  0.00000000e+00]";"[1.00000000e+00 9.99498296e-01 9.98350290e-01 ... 4.20747972e-07
 2.23473192e-08 0.00000000e+00]";"[1.00000000e+00 6.88784040e-01 6.46867186e-01 ... 1.39089860e-04
 8.80315567e-06 0.00000000e+00]";"[ 1.00000000e+00  5.08925738e-01  5.75180734e-01 ... -2.34752278e-04
 -1.30180809e-05  0.00000000e+00]";"[1.00000000e+00 7.25657425e-01 6.93632824e-01 ... 2.54922715e-04
 1.42987497e-05 0.00000000e+00]";[1.         0.56162062 0.49602629 ... 0.         0.         0.        ];"[ 1.         -0.42518543  0.06201512 ...  0.          0.
  0.        ]";"[ 1.         -0.67090375  0.22682859 ...  0.          0.
  0.        ]";[1.         0.42260688 0.49663551 ... 0.         0.         0.        ]
1;22;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ -43.64347839  279.9491272 ]
 [ -43.60213089  280.01760864]
 [ -43.56132507  280.08642578]]";"[-0.13847351  0.          0.         ...  1.04265213  1.03368759
  1.02014542]";[0.09231567 0.         0.         ... 1.70669556 1.71203613 1.72042847];[0.16642445 0.         0.         ... 1.9999833  1.99989444 2.00014269];"[ 0.          3.46183777  0.         ... -0.22172928 -0.22411346
 -0.33855438]";"[ 0.         -2.30789185  0.         ...  0.1335144   0.1335144
  0.20980835]";[0.         4.16061119 0.         ... 0.25882421 0.26086959 0.39829463];[0.         0.         0.         ... 0.0051762  0.00521737 0.00796487];"[ 0.          0.          0.         ... -0.06771416  0.00102912
  0.06868762]";"[ 0.          0.          0.         ... -1.71797833  1.71858203
  1.69146234]";[0.         0.         0.         ... 0.00517618 0.00521734 0.00796479];"[ 1.00000000e+00  9.99000916e-01  9.96970705e-01 ... -4.02235330e-06
 -3.98776981e-06 -3.93552668e-06]";"[1.00000000e+00 9.99120603e-01 9.97355387e-01 ... 3.26519644e-06
 3.27541387e-06 3.29146982e-06]";"[1.00000000e+00 9.99417157e-01 9.98144362e-01 ... 3.95552692e-06
 3.95535117e-06 3.95584216e-06]";"[ 1.00000000e+00  5.23852079e-01  5.04096742e-01 ... -1.75671888e-05
 -2.65376682e-05  0.00000000e+00]";"[ 1.00000000e+00  5.22186421e-01  5.03609100e-01 ... -6.01989360e-06
 -9.45983280e-06  0.00000000e+00]";"[1.00000000e+00 5.54273215e-01 5.57318088e-01 ... 1.13829839e-05
 1.73794939e-05 0.00000000e+00]";[1.         0.41127232 0.38083198 ... 0.         0.         0.        ];"[ 1.00000000e+00 -4.74147698e-01 -4.94036000e-04 ...  0.00000000e+00
  0.00000000e+00  0.00000000e+00]";"[ 1.         -0.66065336  0.15100662 ...  0.          0.
  0.        ]";[1.         0.38145036 0.33441321 ... 0.         0.         0.        ]
12;21;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ 336.76669312  -31.6202774 ]
 [ 336.71505737  -31.65667725]
 [ 336.66766357  -31.69102478]]";"[-0.13847351  0.          0.         ... -1.38702393 -1.29089355
 -1.18484497]";"[ 0.09231567  0.          0.         ... -0.94532967 -0.90999603
 -0.85868835]";[0.16642445 0.         0.         ... 1.67853613 1.57939829 1.4632851 ];[0.         3.46183777 0.         ... 2.28881836 2.40325928 2.6512146 ];"[ 0.         -2.30789185  0.         ...  0.8559227   0.88334084
  1.28269196]";[0.         4.16061119 0.         ... 2.44362296 2.5604582  2.94520585];[0.         0.         0.         ... 0.0131206  0.01579284 0.01309843];"[ 0.          0.          0.         ... -0.25683929  0.06680593
 -0.06736033]";"[ 0.          0.          0.         ...  0.28388091  8.09113065
 -3.35415673]";[0.         0.         0.         ... 0.01312023 0.01579218 0.01309805];"[1.00000000e+00 9.99051477e-01 9.97195743e-01 ... 4.02143176e-06
 3.74271867e-06 3.43524946e-06]";"[ 1.00000000e+00  9.99008486e-01  9.96987586e-01 ... -1.96288252e-06
 -1.88951576e-06 -1.78298050e-06]";"[1.00000000e+00 9.99586622e-01 9.98671607e-01 ... 3.02915998e-06
 2.85025147e-06 2.64070852e-06]";"[1.00000000e+00 4.84660798e-01 4.66883352e-01 ... 1.49263935e-04
 1.64664182e-04 0.00000000e+00]";"[ 1.00000000e+00  5.23120144e-01  5.00201482e-01 ... -3.73129892e-05
 -5.41818844e-05  0.00000000e+00]";"[1.00000000e+00 5.96459503e-01 5.72781941e-01 ... 9.65172886e-05
 1.11020474e-04 0.00000000e+00]";[1.         0.45646955 0.42169947 ... 0.         0.         0.        ];"[ 1.         -0.46801756  0.01989561 ...  0.          0.
  0.        ]";"[ 1.         -0.66618089  0.1854417  ...  0.          0.
  0.        ]";[1.         0.37728702 0.37419061 ... 0.         0.         0.        ]
18;48;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [  73.28326416  -47.05909729]
 [  73.28326416  -47.05909729]
 [  73.28326416  -47.05909729]]";"[-0.13847351  0.          0.         ...  0.          0.
  0.        ]";[0.09231567 0.         0.         ... 0.         0.         0.        ];[0.16642445 0.         0.         ... 0.         0.         0.        ];[0.         3.46183777 0.         ... 0.         0.         0.        ];"[ 0.         -2.30789185  0.         ...  0.          0.
  0.        ]";[0.         4.16061119 0.         ... 0.         0.         0.        ];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[1.         0.99930267 0.99774891 ... 0.         0.         0.        ];[1.         0.99953552 0.99854626 ... 0.         0.         0.        ];[1.         0.99967224 0.99890166 ... 0.         0.         0.        ];[1.         0.61466854 0.52043449 ... 0.         0.         0.        ];[1.         0.56513503 0.4830536  ... 0.         0.         0.        ];[1.         0.65303648 0.61675445 ... 0.         0.         0.        ];[1.         0.49207128 0.41353213 ... 0.         0.         0.        ];"[ 1.         -0.42268684 -0.01391141 ...  0.          0.
  0.        ]";"[ 1.         -0.64366318  0.13768808 ...  0.          0.
  0.        ]";[1.         0.43409912 0.30324367 ... 0.         0.         0.        ]
21;34;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [  46.47436523  -27.57941055]
 [  46.3971138   -27.55861092]
 [  46.31986618  -27.53781128]]";"[-0.13847351  0.          0.         ... -1.92985535 -1.93128586
 -1.93119049]";[0.09231567 0.         0.         ... 0.52499771 0.51999092 0.51999092];[0.16642445 0.         0.         ... 1.99999106 2.0000639  1.99997182];"[ 0.00000000e+00  3.46183777e+00  0.00000000e+00 ... -1.40666962e-01
 -3.57627869e-02  2.38418579e-03]";"[ 0.         -2.30789185  0.         ... -0.50663948 -0.12516975
  0.        ]";"[0.00000000e+00 4.16061119e+00 0.00000000e+00 ... 5.25804866e-01
 1.30178509e-01 2.38418579e-03]";"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.05161903e-02
 2.60328039e-03 1.23973184e-05]";"[ 0.          0.          0.         ...  0.00164215 -0.19782275
 -0.06477208]";"[ 0.          0.          0.         ...  0.05788213 -4.9866225
  3.32626676]";"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.05159965e-02
  2.60327745e-03 -1.23973282e-05]";"[1.00000000e+00 9.99552376e-01 9.98661388e-01 ... 4.84549580e-06
 4.84908754e-06 4.84884809e-06]";"[1.00000000e+00 9.99571275e-01 9.98733309e-01 ... 1.08075381e-06
 1.07044690e-06 1.07044690e-06]";"[1.00000000e+00 9.99770155e-01 9.99285065e-01 ... 3.32863520e-06
 3.32875643e-06 3.32860316e-06]";"[ 1.00000000e+00  5.36346828e-01  4.69581069e-01 ... -4.34163861e-06
  2.89442574e-07  0.00000000e+00]";"[1.00000000e+00 4.80988890e-01 4.12905152e-01 ... 1.21082665e-05
 0.00000000e+00 0.00000000e+00]";"[1.00000000e+00 5.46800082e-01 5.22751104e-01 ... 1.03414992e-05
 1.89401888e-07 0.00000000e+00]";[1.         0.40567113 0.36816399 ... 0.         0.         0.        ];"[ 1.         -0.46844581  0.03573859 ...  0.          0.
  0.        ]";"[ 1.         -0.67167315  0.19337375 ...  0.          0.
  0.        ]";[1.         0.31520298 0.28837173 ... 0.         0.         0.        ]
16;40;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [ -96.31609344  -50.81096268]
 [ -96.31609344  -50.81096268]
 [ -96.31609344  -50.81096268]]";"[-0.13847351  0.          0.         ...  0.          0.
  0.        ]";[0.09231567 0.         0.         ... 0.         0.         0.        ];[0.16642445 0.         0.         ... 0.         0.         0.        ];[0.         3.46183777 0.         ... 0.         0.         0.        ];"[ 0.         -2.30789185  0.         ...  0.          0.
  0.        ]";[0.         4.16061119 0.         ... 0.         0.         0.        ];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];[1.         0.99849357 0.99538904 ... 0.         0.         0.        ];[1.         0.9988732  0.99658045 ... 0.         0.         0.        ];[1.         0.99909772 0.99722885 ... 0.         0.         0.        ];[1.         0.53086529 0.56422967 ... 0.         0.         0.        ];[1.         0.51755402 0.58022655 ... 0.         0.         0.        ];[1.         0.56058354 0.63294714 ... 0.         0.         0.        ];[1.         0.53247202 0.49935683 ... 0.         0.         0.        ];[ 1.        -0.4645848  0.0140154 ...  0.         0.         0.       ];"[ 1.         -0.66339109  0.14391764 ...  0.          0.
  0.        ]";[1.         0.51560554 0.482811   ... 0.         0.         0.        ]
15;34;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [  20.36433983  130.01097107]
 [  20.39074135  130.08648682]
 [  20.41714096  130.16200256]]";"[-0.13847351  0.          0.         ...  0.63529015  0.66003799
  0.65999031]";[0.09231567 0.         0.         ... 1.89666748 1.88789368 1.88789368];[0.16642445 0.         0.         ... 2.00023526 1.99994817 1.99993244];"[ 0.00000000e+00  3.46183777e+00  0.00000000e+00 ...  1.19209290e-03
  6.18696213e-01 -1.19209290e-03]";"[ 0.         -2.30789185  0.         ...  0.00953674 -0.21934509
  0.        ]";"[0.00000000e+00 4.16061119e+00 0.00000000e+00 ... 9.61096018e-03
 6.56427660e-01 1.19209290e-03]";"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.79741702e-05
 1.31272607e-02 2.25067920e-05]";"[ 0.          0.          0.         ... -0.39224293  0.32723216
 -0.32761885]";"[  0.           0.           0.         ... -18.0145136   17.98687738
 -16.37127533]";"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.79741732e-05
 -1.31268837e-02  2.25067900e-05]";"[ 1.00000000e+00  9.98120989e-01  9.95205889e-01 ... -2.60300856e-06
 -2.70440925e-06 -2.70421388e-06]";"[1.00000000e+00 9.98514112e-01 9.96073175e-01 ... 4.49312218e-06
 4.47233743e-06 4.47233743e-06]";"[1.00000000e+00 9.99005486e-01 9.97416243e-01 ... 4.57485241e-06
 4.57419579e-06 4.57415980e-06]";"[ 1.00000000e+00  2.76842425e-01  3.06642867e-01 ...  2.70794225e-05
 -5.21761512e-08  0.00000000e+00]";"[1.00000000e+00 3.31678884e-01 3.61895121e-01 ... 7.21668688e-06
 0.00000000e+00 0.00000000e+00]";"[1.00000000e+00 3.84586296e-01 4.66027428e-01 ... 1.83002444e-05
 3.32338088e-08 0.00000000e+00]";[1.         0.36524549 0.29973715 ... 0.         0.         0.        ];"[ 1.         -0.44839868 -0.02683043 ...  0.          0.
  0.        ]";"[ 1.         -0.64552863  0.13671406 ...  0.          0.
  0.        ]";"[ 1.         -0.04088113  0.11633389 ...  0.          0.
  0.        ]"
6;4;"[[-121.65299988  195.31199646]
 [-121.65853882  195.31568909]
 [-121.65853882  195.31568909]
 ...
 [  90.59628296  195.83822632]
 [  90.67564392  195.82809448]
 [  90.75499725  195.81797791]]";"[-0.13847351  0.          0.         ...  1.98383331  1.98402405
  1.98383331]";"[ 0.09231567  0.          0.         ... -0.25291443 -0.2532959
 -0.25291443]";[0.16642445 0.         0.         ... 1.99989008 2.00012755 1.99989008];"[ 0.          3.46183777  0.         ... -0.00476837  0.00476837
 -0.00476837]";"[ 0.         -2.30789185  0.         ...  0.00953674 -0.00953674
  0.00953674]";[0.         4.16061119 0.         ... 0.0106624  0.0106624  0.0106624 ];[0.         0.         0.         ... 0.00017713 0.00017713 0.00017713];[0. 0. 0. ... 0. 0. 0.];[0. 0. 0. ... 0. 0. 0.];"[ 0.          0.          0.         ...  0.00017713 -0.00017713
  0.00017713]";"[ 1.00000000e+00  9.97871302e-01  9.93826598e-01 ... -1.28119458e-05
 -1.28131776e-05 -1.28119458e-05]";"[ 1.00000000e+00  9.98315807e-01  9.94939573e-01 ... -1.14719183e-06
 -1.14892214e-06 -1.14719183e-06]";"[1.00000000e+00 9.98346262e-01 9.94986456e-01 ... 7.96362491e-06
 7.96457055e-06 7.96362491e-06]";"[ 1.00000000e+00  4.70637158e-01  5.11646090e-01 ...  3.02434045e-07
 -3.02434045e-07  0.00000000e+00]";"[ 1.00000000e+00  5.02984617e-01  5.20245903e-01 ...  5.14233176e-07
 -5.14233176e-07  0.00000000e+00]";"[1.00000000e+00 5.98388268e-01 6.34745296e-01 ... 4.55543931e-07
 4.55543931e-07 0.00000000e+00]";[1.         0.27480503 0.15643403 ... 0.         0.         0.        ];"[ 1.         -0.41838678 -0.05732188 ...  0.          0.
  0.        ]";"[ 1.         -0.62728012  0.1112956  ...  0.          0.
  0.        ]";[1.         0.10829845 0.21617001 ... 0.         0.         0.        ]
