id,x,y
31,-121.65299987792969,195.31199645996094
31,-121.65853881835938,195.31568908691406
31,-121.65853881835938,195.31568908691406
31,-121.65853881835938,195.31568908691406
31,-121.23513793945312,195.2885284423828
31,-115.2710189819336,195.2638397216797
31,-109.19220733642578,195.3839569091797
31,-103.44903564453125,196.94454956054688
31,-97.71943664550781,198.58973693847656
31,-91.73500061035156,198.72930908203125
31,-85.80982208251953,199.2545166015625
31,-80.0168685913086,201.05865478515625
31,-74.09215545654297,202.0061492919922
31,-68.14997863769531,202.71803283691406
31,-62.1604118347168,202.41140747070312
31,-56.28635787963867,202.9867401123047
31,-53.3115348815918,205.03768920898438
31,-50.87284851074219,210.60386657714844
31,-47.825721740722656,215.75271606445312
31,-44.440589904785156,220.70657348632812
31,-40.585079193115234,225.14599609375
31,-34.60447692871094,225.4932098388672
31,-28.802749633789062,227.04669189453125
31,-25.32480812072754,231.9294891357422
31,-23.78907585144043,237.6483154296875
31,-22.69696044921875,243.5294952392578
31,-21.829553604125977,249.46507263183594
31,-18.83533477783203,254.21380615234375
31,-13.751368522644043,252.21914672851562
31,-9.296158790588379,250.384033203125
31,-8.297164916992188,252.37734985351562
31,-13.237805366516113,255.30300903320312
31,-18.11224937438965,257.8397216796875
31,-18.801652908325195,258.29998779296875
31,-23.43501853942871,261.9266357421875
31,-26.558218002319336,264.9849548339844
31,-28.968833923339844,266.6907043457031
31,-29.79383659362793,267.21319580078125
31,-32.219608306884766,268.61541748046875
31,-34.33023452758789,265.05657958984375
31,-37.53927993774414,259.9952087402344
31,-37.611854553222656,258.8035583496094
31,-36.19743347167969,252.97308349609375
31,-36.07574462890625,252.38388061523438
31,-33.956825256347656,252.39456176757812
31,-28.678253173828125,252.89891052246094
31,-28.658512115478516,252.9030303955078
31,-28.279788970947266,256.9164123535156
31,-27.74333381652832,262.4248962402344
31,-27.917158126831055,262.228271484375
31,-25.78409194946289,267.5964660644531
31,-19.64004898071289,268.4382629394531
31,-16.249238967895508,270.6720886230469
31,-7.766531467437744,270.796142578125
31,-4.689058303833008,273.4610290527344
31,-5.546658515930176,276.6737976074219
31,-6.844184875488281,280.78680419921875
31,-6.856056213378906,280.8255615234375
31,-6.856056213378906,280.8255615234375
31,-6.856056213378906,280.8255615234375
31,-6.856056213378906,280.8255615234375
31,-6.856056213378906,280.8255615234375
31,-6.856056213378906,280.8255615234375
31,-6.856056213378906,280.8255615234375
31,-6.856056213378906,280.8255615234375
31,-6.856056213378906,280.8255615234375
31,-6.411035537719727,276.6423034667969
31,-5.775540828704834,270.6760559082031
31,-3.2792513370513916,265.3192443847656
31,0.273105651140213,260.50250244140625
31,4.638977527618408,256.4154357910156
31,9.759435653686523,253.41688537597656
31,15.038458824157715,251.36102294921875
31,19.847070693969727,248.49002075195312
31,24.106653213500977,251.44635009765625
31,27.02981948852539,249.76614379882812
31,23.890066146850586,251.66387939453125
31,22.262954711914062,255.03245544433594
31,25.421382904052734,256.94256591796875
31,29.521076202392578,261.3041687011719
31,30.655466079711914,262.6635437011719
31,30.940534591674805,267.7143859863281
31,31.728994369506836,271.1987609863281
31,32.79679489135742,271.40313720703125
31,29.440465927124023,268.8701171875
31,26.04132080078125,264.0420837402344
31,26.20517921447754,264.2487487792969
31,26.20517921447754,264.2487487792969
31,26.20517921447754,264.2487487792969
31,27.1785945892334,264.2017517089844
31,30.83785629272461,260.0555114746094
31,33.141693115234375,254.51544189453125
